GeneID	Mock.1	Mock.2	Mock.3	RSV.1	RSV.2	RSV.3	Mock.4	P1	P2	P3	P4
AGR3	1919	1884	1309	2368	1543	634	1336	1	1	0	0
AGRN	8345	10474	5438	19717	10641	8465	3754	22027	25154	29778	14193
AGRP	13	8	14	12	3	9	11	0	0	1	0
AGT	7	7	6	19	15	0	3	1	0	0	0
AGTPBP1	856	865	541	719	406	240	561	365	764	458	202
AGTR1	0	0	0	0	0	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	849	864	527	1370	731	400	492	2583	875	2886	1200
AGXT	13	25	6	29	6	17	5	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0
AHCTF1	2857	2772	1802	3549	2614	1189	1790	3022	2303	2278	1177
AHCTF1P1	45	17	33	35	26	17	24	36	28	25	15
AHCY	1153	1192	700	1602	1088	548	529	13076	4920	10055	5184
AHCYL1	5216	5502	2765	6586	4700	2179	2644	4512	4869	4489	2385
AHCYL2	1024	1079	578	2791	1699	1257	703	474	480	544	318
AHDC1	2240	2075	1808	3300	2113	1245	1338	2434	1289	3513	1384
AHI1	1426	1324	879	1572	1105	501	1312	162	239	262	65
AHNAK	70302	68434	39262	67524	42913	20903	32003	58368	47307	66302	36316
AHNAK2	19723	19520	11690	20126	11900	5687	9070	16785	32601	40515	24578
AHR	9214	10038	4174	18282	14040	7074	3451	2495	8061	1637	707
AHRR	16	15	10	80	51	33	14	6	43	3	3
AHSA1	1829	1538	1036	2315	1171	847	923	4442	2916	3853	1631
AHSA2	1623	1938	1590	2137	1214	823	2811	502	451	1056	390
AHSG	3	0	0	0	0	0	0	0	0	0	1
AHSP	0	0	0	0	0	0	0	0	2	2	0
AICDA	0	0	0	0	0	2	0	0	0	1	0
AIDA	610	714	311	809	540	236	293	2132	2351	2164	914
AIF1	1	0	0	0	0	0	1	0	0	1	0
AIF1L	94	100	71	127	73	32	52	166	200	58	36
AIFM1	679	576	388	818	511	322	390	1881	1233	1526	808
AIFM2	553	537	264	775	552	335	219	554	4224	255	131
AIFM3	102	118	60	192	123	66	53	84	52	46	36
AIG1	858	930	514	1031	608	301	592	846	1976	869	610
AIM1	4345	4693	2287	7198	4926	2619	2159	7035	7880	8426	4520
AIM1L	73	107	50	408	297	171	49	517	339	635	856
AIM2	1	0	1	68	22	18	0	14	0	5	1
AIMP1	622	601	345	927	618	339	407	1535	1144	1390	689
AIMP2	244	262	158	347	213	108	112	842	620	565	289
AIP	242	232	177	466	288	201	135	915	695	1235	468
AIPL1	0	1	0	2	0	0	0	0	1	0	0
AIRE	1	0	0	0	0	0	0	0	0	0	0
AIRN	17	12	16	33	25	12	19	0	0	0	0
AJAP1	23	18	12	7	18	4	14	25	26	17	9
AJUBA	1286	1419	864	2084	1251	703	741	6292	5384	10100	3652
AK1	916	791	680	836	522	301	554	1233	437	1167	550
AK2	1462	1368	1058	2466	1563	984	1479	5671	2865	4949	2428
AK3	1397	1403	881	1863	1420	671	1051	1884	2581	2055	1176
AK4	250	336	97	405	369	152	107	2778	1122	2379	1367
AK5	14	13	11	12	2	6	14	2	1	4	1
AK6	186	195	97	253	218	76	119	480	707	481	255
AK7	3518	3353	2562	1759	825	427	2447	30	5	29	14
AK8	1085	1149	892	762	375	123	1070	17	13	19	8
AK9	2733	2674	2191	1972	1046	533	3117	37	40	46	16
AKAP1	959	880	588	1661	963	743	575	2195	1091	1642	685
AKAP10	1072	1138	778	1944	1297	630	835	1008	807	870	356
AKAP11	4184	4797	2658	5816	4202	1975	2699	1640	1387	2138	775
AKAP12	110	99	32	324	165	114	21	4095	720	1708	911
AKAP13	5512	5662	4328	10477	6323	3701	4766	1537	2382	1372	797
AKAP14	763	766	562	362	170	68	727	1	0	1	1
AKAP17A	0	0	0	0	0	0	0	0	0	0	0
AKAP2	1	0	1	0	0	2	0	41	26	25	16
AKAP3	147	144	137	282	151	90	107	51	22	31	14
AKAP4	0	0	0	0	0	0	0	0	0	0	0
AKAP5	68	55	38	65	36	16	91	9	0	6	1
AKAP6	1215	1255	1213	812	561	202	1454	77	131	110	50
AKAP7	70	88	44	82	42	23	101	90	14	87	25
AKAP8	830	718	566	982	706	384	634	1615	924	1443	629
AKAP8L	1492	1579	1154	2903	1675	1150	1365	1950	2376	2109	1121
AKAP9	11319	9542	8382	8249	5104	2644	8315	1313	2064	1498	657
AKIP1	246	225	203	385	198	143	255	944	750	927	347
AKIRIN1	2092	1948	1264	2589	1938	820	1053	2995	3928	3109	1649
AKIRIN2	582	498	277	1095	746	422	278	2032	3503	1680	901
AKNA	3947	4029	3200	4804	2663	1420	3218	275	1439	394	122
AKNAD1	0	0	0	4	2	1	2	4	1	0	4
AKR1A1	1617	1558	866	2590	1956	761	873	1940	1259	1549	940
AKR1B1	913	914	410	936	641	302	466	2184	3113	1761	1188
AKR1B10	461	480	184	1159	1552	355	206	954	22	517	651
AKR1B15	30	18	30	18	19	4	21	5	1	4	2
AKR1C1	3666	3007	3041	3216	5346	1051	2393	856	4027	1327	1466
AKR1C2	8441	8387	3290	15490	21404	5458	3111	2875	7882	2289	2735
AKR1C3	1687	1719	644	2368	2976	773	642	876	259	1203	1169
AKR1C4	13	11	15	19	15	2	33	1	0	1	1
AKR1C6P	7	6	6	14	5	5	3	0	0	3	0
AKR1CL1	17	10	14	11	5	3	19	0	0	0	0
AKR1D1	1	1	0	0	0	0	0	0	0	0	0
AKR1E2	49	58	33	100	58	33	68	50	19	27	10
AKR7A2	1444	1543	805	1098	560	295	769	1485	888	1737	740
AKR7A2P1	6	2	4	20	7	3	1	5	8	8	2
AKR7A3	39	28	25	36	26	7	29	8	3	14	6
AKR7L	29	15	12	32	16	10	24	5	1	0	0
AKT1	2485	2555	1648	4505	3088	1705	1352	8839	4765	7150	2962
AKT1S1	598	551	357	674	489	296	230	3471	3891	2822	1325
AKT2	2299	2439	1649	3743	2037	1360	1568	5037	2980	4252	1989
AKT3	121	151	100	179	96	67	153	352	1172	526	242
AKTIP	586	595	379	729	508	255	324	474	1264	463	339
ALAD	544	566	474	850	555	322	456	433	37	588	321
ALAS1	1366	1401	700	1861	1269	724	663	1519	2308	1176	784
ALAS2	1	6	2	12	9	3	6	0	0	1	2
ALB	0	3	2	11	6	4	9	0	2	2	0
ALCAM	23677	24350	14637	24562	16036	8761	13531	7640	14662	6648	3334
ALDH16A1	754	772	699	838	479	424	380	1457	432	1387	418
ALDH18A1	1431	1605	932	2137	1244	766	801	2963	1073	2324	1214
ALDH1A1	30486	24041	24714	14581	8662	5092	22422	551	65	155	124
ALDH1A2	1	2	0	3	2	0	2	6	6	0	3
ALDH1A3	3007	3245	1655	8945	5854	3516	1543	43692	4081	17037	7746
ALDH1B1	121	104	87	186	107	95	57	2285	403	1997	785
ALDH1L1	284	294	253	545	287	251	276	91	360	80	116
ALDH1L1-AS1	8	4	4	2	1	2	18	0	1	0	1
ALDH1L1-AS2	3	4	6	22	20	8	4	3	6	2	2
ALDH1L2	2169	2615	1023	2847	1892	870	1296	1152	5026	874	850
ALDH2	3644	3759	2690	4132	2258	1640	2106	3526	3589	3012	2067
ALDH3A1	10561	8677	6319	4537	3469	2054	4540	1078	69	1134	1941
ALDH3A2	4173	4127	2824	5921	4688	2268	2842	2843	2304	3564	2222
ALDH3B1	5326	5414	5185	3585	1526	1143	3767	234	124	119	70
ALDH3B2	474	446	401	989	678	425	269	76	246	94	1244
ALDH4A1	251	267	218	334	165	138	143	1721	1052	2158	1299
ALDH5A1	791	876	506	706	456	232	552	176	59	171	88
ALDH6A1	481	563	449	565	309	210	545	274	1011	298	163
ALDH7A1	571	473	505	679	394	210	526	2364	792	2988	1847
ALDH8A1	7	9	0	28	17	8	10	5	10	17	4
ALDH9A1	1315	1393	1010	1396	772	439	911	1773	716	1818	1202
ALDOA	14509	16656	6090	24866	15030	6861	5049	59010	27336	62357	35665
ALDOB	5	10	5	35	30	23	7	1	0	3	1
ALDOC	73	79	64	111	144	35	55	1281	210	1954	860
ALG1	307	319	211	306	188	107	186	865	285	794	253
ALG10	388	401	243	417	248	138	219	178	82	162	49
ALG10B	723	731	472	790	455	278	395	205	192	245	75
ALG11	257	265	170	510	331	181	177	232	341	240	115
ALG12	453	471	421	739	521	256	315	1012	946	1114	414
ALG13	1027	1067	803	1239	836	378	1384	472	667	479	268
ALG14	72	66	37	78	55	15	42	198	72	174	88
ALG1L	175	192	130	140	63	48	95	11	2	7	12
ALG1L2	1	7	2	3	2	2	3	3	4	0	0
ALG1L9P	32	41	18	51	26	17	41	10	9	3	2
ALG2	651	674	419	1032	747	376	416	1182	3149	1132	699
ALG3	329	304	220	511	362	207	151	1987	889	1588	696
ALG5	262	268	186	404	329	170	203	894	1140	853	363
ALG6	279	266	186	291	202	143	198	325	125	306	143
ALG8	475	444	239	550	422	210	237	760	286	718	309
ALG9	372	337	276	582	402	239	265	882	562	1105	418
ALK	79	45	67	107	67	32	75	1	0	2	0
ALKBH1	228	141	119	322	204	112	146	317	380	255	113
ALKBH2	80	85	59	146	105	56	52	573	443	396	189
ALKBH3	337	293	194	459	294	155	240	704	731	549	293
ALKBH3-AS1	16	31	18	45	16	9	36	5	2	7	2
ALKBH4	126	155	150	161	88	52	88	346	86	388	143
ALKBH5	5135	5446	3558	6652	4346	2200	2303	3485	2875	3164	1305
ALKBH6	134	123	123	215	148	99	114	622	453	615	311
ALKBH7	326	403	268	439	261	142	193	735	977	634	414
ALKBH8	192	173	137	217	151	100	133	436	128	331	117
ALLC	0	0	0	0	0	0	0	0	0	0	1
ALMS1	7343	8031	4803	6227	3189	1673	5686	574	447	753	207
ALMS1-IT1	48	44	26	55	24	15	70	15	10	7	3
ALMS1P	58	46	65	121	44	19	70	0	1	0	0
ALOX12	57	89	59	127	81	47	83	65	48	51	35
ALOX12B	16	8	3	40	35	6	8	36	30	24	45
ALOX12P2	571	541	460	1003	730	365	815	70	92	102	33
ALOX15	8727	7800	12717	2849	1573	700	9283	55	0	1	2
ALOX15B	25	44	19	82	54	39	15	232	158	864	1893
ALOX15P1	7	25	33	18	12	0	30	12	0	12	3
ALOX5	48	54	16	73	55	21	27	28	5	24	22
ALOX5AP	1	0	0	0	0	0	0	4	21	12	3
ALOXE3	18	10	1	35	37	10	5	188	401	217	186
ALPI	0	0	0	0	0	0	0	1	0	0	0
ALPK1	1068	1131	748	2460	1607	855	897	233	1386	312	166
ALPK2	0	0	0	1	2	0	1	0	0	0	0
ALPK3	386	434	177	807	638	307	219	23	15	11	9
ALPL	927	1060	352	1814	1191	943	289	33	1	2	5
ALPP	0	0	0	0	1	1	2	1	0	0	0
ALPPL2	0	0	3	6	1	3	2	0	0	0	2
ALS2	1822	1700	1150	2518	1387	757	1420	1018	1556	1218	579
ALS2CL	1926	2008	974	4152	2400	1869	1165	3093	3507	4710	2511
ALS2CR11	33	40	20	42	44	14	38	1	0	8	0
ALS2CR12	388	345	497	157	73	52	648	4	5	2	0
ALX1	8	6	9	17	17	6	5	6	5	16	9
ALX3	119	106	55	140	78	94	51	79	101	100	38
ALX4	10	5	4	11	12	4	18	1	1	2	0
ALYREF	541	322	348	447	255	201	186	5605	2562	4315	1586
AMACR	60	50	56	81	57	15	41	93	54	98	37
AMBN	0	0	0	0	1	0	0	0	0	0	0
AMBP	1	2	2	4	0	0	3	0	0	1	1
AMBRA1	1039	1164	677	1781	1067	681	725	1084	843	938	493
AMD1	1523	1473	719	2571	1925	949	728	3497	7904	3336	2100
AMDHD1	0	3	2	0	0	2	2	17	1	8	2
AMDHD2	195	234	187	266	144	131	178	488	549	565	233
AMELX	1	4	4	1	2	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0
AMER1	150	175	124	312	203	141	141	208	206	188	102
AMER2	0	0	0	0	0	2	0	0	0	0	0
AMER3	0	0	0	3	5	2	1	0	0	1	0
AMFR	2359	2674	1439	4071	2668	1470	1162	3269	3864	3241	1377
AMH	16	21	18	33	35	22	29	13	5	16	1
AMHR2	0	2	0	1	0	0	0	0	1	1	0
AMICA1	0	4	0	10	1	2	3	0	0	0	0
AMIGO1	130	118	101	192	104	58	94	72	16	29	20
AMIGO2	86	86	82	81	81	29	97	3795	1083	5226	1638
AMIGO3	183	175	152	294	149	115	158	79	113	56	19
AMMECR1	725	762	365	1003	646	404	338	1060	1590	903	554
AMMECR1L	727	703	410	1150	717	416	473	1354	2967	1301	614
AMN	244	396	167	710	418	330	142	55	137	10	19
AMN1	189	186	150	192	193	47	121	122	848	94	55
AMOT	1028	1121	946	896	517	206	734	37	13	61	14
AMOTL1	408	397	234	867	613	329	223	5867	3852	6882	3036
AMOTL2	785	730	502	2297	1273	907	407	2445	3094	2937	935
AMPD1	1	0	1	2	0	0	2	3	0	2	0
AMPD2	418	427	285	720	434	261	268	1351	594	1011	466
AMPD3	1648	1845	1333	2241	1305	760	1580	652	632	588	343
AMPH	17	8	9	10	2	0	9	0	0	1	1
AMT	255	322	252	372	220	142	401	137	54	185	77
AMTN	7	2	3	4	5	2	6	227	116	108	27
AMY1A	0	0	0	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0	0	0	0	0	0
AMY2B	230	313	247	361	204	120	333	35	32	75	38
AMZ1	30	34	21	46	31	27	23	1	9	5	0
AMZ2	808	747	573	807	561	281	601	2140	2990	2216	1092
AMZ2P1	156	144	129	131	98	39	197	43	154	49	32
ANAPC1	1298	1349	659	1736	1126	509	691	2708	1154	1976	890
ANAPC10	168	125	83	209	145	57	110	264	276	275	128
ANAPC11	329	329	239	468	316	160	199	2514	3064	2472	1142
ANAPC13	492	479	341	758	483	247	324	931	1212	886	368
ANAPC15	51	38	58	35	18	11	34	411	179	387	162
ANAPC16	1851	1708	1260	1737	913	648	1138	1677	3851	1899	984
ANAPC1P1	9	5	1	4	2	3	2	4	3	2	1
ANAPC2	780	1078	693	1333	737	536	641	980	840	1176	450
ANAPC4	543	456	461	544	358	200	636	579	220	439	234
ANAPC5	1925	2076	1302	2361	1483	740	1379	2927	1767	2587	1218
ANAPC7	1005	1089	579	1543	1042	529	751	1390	848	1443	684
ANG	134	109	75	107	66	19	85	12	41	30	21
ANGEL1	471	452	300	576	414	202	379	514	324	612	234
ANGEL2	674	686	431	918	506	338	505	593	390	477	228
ANGPT1	24	31	69	34	16	11	59	3	0	2	2
ANGPT2	149	131	116	171	117	56	169	0	0	3	4
ANGPT4	3	2	1	7	5	1	0	13	75	12	11
ANGPTL1	75	96	103	151	105	39	149	0	0	1	0
ANGPTL2	73	111	85	174	77	70	117	23	1	14	7
ANGPTL3	23	19	24	39	29	9	36	0	0	1	0
ANGPTL4	39	40	22	67	31	22	38	1625	122	842	631
ANGPTL5	37	22	37	20	11	3	56	0	0	0	0
ANGPTL6	7	10	4	13	6	7	7	3	3	7	1
ANGPTL7	21	36	31	48	24	13	35	0	0	0	0
ANHX	0	0	0	0	0	0	0	0	0	0	0
ANK1	29	31	9	68	37	41	5	15	4	27	2
ANK2	118	125	116	131	93	38	120	29	33	118	64
ANK3	4911	4958	5176	5451	2997	1606	5961	723	424	806	580
ANKAR	179	141	160	197	115	67	242	20	18	20	5
ANKDD1A	120	119	116	236	127	81	161	81	40	89	40
ANKDD1B	464	515	458	441	231	151	681	29	12	13	20
ANKEF1	958	868	558	911	470	289	536	669	384	525	173
ANKFN1	370	382	466	234	91	51	752	1	3	1	2
ANKFY1	2480	2746	1792	5441	2870	1877	1852	1739	1177	1610	739
ANKH	752	723	442	870	489	255	504	1319	885	982	523
ANKHD1	123	158	97	198	148	63	114	60	134	53	25
ANKHD1-EIF4EBP3	15	23	21	18	14	3	29	14	25	21	8
ANKIB1	2355	2518	1390	3927	2939	1443	1272	1722	2437	1845	931
ANKK1	302	322	294	246	84	83	361	6	12	8	14
ANKLE1	16	34	13	36	31	16	32	194	25	145	31
ANKLE2	2121	2265	1157	4734	3047	1697	1059	4396	2925	4759	2088
ANKMY1	2152	2464	2010	1759	799	533	2464	173	203	146	68
ANKMY2	731	641	477	867	570	265	551	288	244	217	138
ANKRA2	640	594	367	1122	754	356	348	437	1060	611	194
ANKRD1	4	1	1	6	5	1	1	34	2	29	17
ANKRD10	1191	1351	928	2091	1427	662	1202	544	496	620	243
ANKRD11	5396	5041	3642	7703	5006	3042	3177	9970	14576	7797	3460
ANKRD12	2165	2145	1624	2929	2242	1141	1689	1093	2864	1497	640
ANKRD13A	2040	2280	1398	3961	2945	1320	1412	1417	871	1321	677
ANKRD13B	119	116	99	191	120	101	119	637	108	396	194
ANKRD13C	803	865	514	1162	826	480	500	803	1120	725	349
ANKRD13D	861	915	665	1371	823	536	683	972	1050	997	602
ANKRD16	157	173	117	178	94	61	146	201	95	137	100
ANKRD17	4955	4800	3252	8747	5827	3087	3559	3875	3831	3617	1717
ANKRD18A	502	492	545	377	179	121	1095	140	130	169	56
ANKRD18B	457	429	411	457	294	151	702	256	159	226	79
ANKRD18DP	0	0	2	0	0	0	0	0	0	0	1
ANKRD19P	48	33	24	87	51	33	57	41	15	34	13
ANKRD2	4	3	2	10	1	6	7	47	10	48	16
ANKRD20A1	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A11P	32	38	19	49	16	13	45	5	0	0	0
ANKRD20A12P	3	12	9	7	1	1	3	1	0	6	0
ANKRD20A19P	0	0	2	1	0	0	3	1	0	0	0
ANKRD20A2	1	0	0	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	1	0	0	0	0	0	0	1	0
ANKRD20A4	47	63	34	35	33	9	53	6	2	7	0
ANKRD20A5P	156	206	80	451	330	153	158	32	78	47	10
ANKRD20A8P	5	22	10	10	5	1	17	0	0	0	0
ANKRD20A9P	7	4	5	16	3	3	15	2	1	0	1
ANKRD22	85	71	7	154	137	67	14	69	47	38	132
ANKRD23	290	331	347	393	229	109	433	61	40	56	24
ANKRD24	82	81	69	166	98	67	115	15	18	15	11
ANKRD26	1325	1240	1099	1105	653	313	1887	337	241	400	131
ANKRD26P1	0	0	0	1	1	0	0	0	0	1	0
ANKRD26P3	0	0	0	0	0	0	0	0	0	0	0
ANKRD27	1060	1005	657	1447	904	483	611	1421	2029	1152	682
ANKRD28	3674	3524	2067	5289	3322	1703	2416	1448	2173	1202	602
ANKRD29	10	5	4	25	11	8	14	236	523	205	155
ANKRD30A	0	0	0	0	0	0	0	0	0	0	0
ANKRD30B	0	1	0	0	0	0	1	0	0	0	0
ANKRD30BL	375	120	614	401	283	1060	310	4	0	0	0
ANKRD30BP2	1	0	0	3	1	0	1	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0	0	0	0	0	0
ANKRD31	90	83	56	71	45	16	84	20	4	7	3
ANKRD32	555	619	339	653	417	194	392	386	43	365	96
ANKRD33	0	0	0	0	0	0	0	3	2	0	0
ANKRD33B	42	39	17	91	31	17	17	22	54	45	29
ANKRD34A	22	23	32	58	39	30	19	37	8	31	18
ANKRD34B	2	0	0	0	1	0	3	0	0	0	0
ANKRD34C	0	0	0	0	0	0	0	0	0	0	0
ANKRD35	645	583	669	701	415	287	649	108	11	72	233
ANKRD36	796	922	604	850	482	142	1195	127	81	247	99
ANKRD36B	668	676	366	674	476	167	766	93	57	104	62
ANKRD36BP1	817	924	510	881	736	278	394	73	37	61	23
ANKRD36BP2	69	52	30	50	18	8	37	0	5	0	3
ANKRD37	216	227	169	142	62	24	155	51	41	62	43
ANKRD39	158	168	162	192	121	62	183	322	198	286	106
ANKRD40	928	744	429	1346	901	439	432	2053	2080	1791	678
ANKRD42	1643	1279	1040	1208	659	350	967	309	232	347	133
ANKRD44	250	331	229	409	242	134	351	63	24	38	13
ANKRD44-IT1	6	10	8	10	7	5	16	0	0	0	0
ANKRD45	1456	1551	1088	1158	648	338	1215	7	4	13	3
ANKRD46	250	314	168	441	339	148	188	240	241	258	132
ANKRD49	197	208	130	345	220	122	144	160	268	189	95
ANKRD50	2452	2537	1427	3198	2377	1084	1351	1302	2457	1126	499
ANKRD52	2607	2512	1798	3616	2286	1514	1766	4189	2622	3223	1399
ANKRD53	91	102	55	67	52	40	76	8	6	18	6
ANKRD54	1820	1944	1105	1696	795	471	1057	643	337	487	213
ANKRD55	0	0	0	0	0	0	0	0	0	0	0
ANKRD6	461	510	387	593	422	227	468	586	254	540	244
ANKRD61	49	99	66	144	72	48	120	12	7	17	7
ANKRD62	2	3	2	0	0	0	4	0	0	0	0
ANKRD62P1-PARP4P3	24	37	25	46	38	10	36	5	3	9	4
ANKRD63	0	0	0	0	0	4	0	0	0	0	0
ANKRD65	1370	1290	1319	986	640	520	1150	721	168	556	236
ANKRD66	855	845	863	372	141	68	763	0	0	0	0
ANKRD7	4	5	9	5	9	2	8	2	0	7	3
ANKRD9	307	481	243	769	690	384	167	1470	1663	1866	924
ANKS1A	2451	2469	1710	3629	2094	1277	1624	1710	1343	1748	776
ANKS1B	18	10	5	6	10	3	12	1	2	0	0
ANKS3	291	337	266	498	273	196	308	394	319	334	193
ANKS4B	1	0	1	1	1	0	0	0	0	0	0
ANKS6	1394	1573	1080	2144	1324	774	1094	2331	1039	1370	724
ANKUB1	2014	2189	2101	1319	675	285	2452	69	23	115	36
ANKZF1	2128	2155	1441	2215	1254	674	1822	1410	1405	1569	795
ANLN	1837	1984	315	1847	858	466	391	6384	49	6828	1469
ANO1	60	73	31	124	85	24	22	635	88	259	160
ANO1-AS2	0	0	0	0	0	0	1	0	0	0	0
ANO10	333	385	226	561	464	248	250	929	1205	1065	569
ANO2	1	4	2	0	1	0	2	6	1	9	1
ANO3	19	29	18	16	6	8	18	1	3	0	0
ANO4	8	1	6	7	3	0	10	24	15	75	34
ANO5	0	0	0	1	0	1	1	10	16	12	0
ANO6	1967	2169	1273	2951	2183	942	1194	2304	2279	2602	1421
ANO7	39	34	52	70	55	41	79	90	21	101	30
ANO8	397	518	314	1060	743	481	334	315	117	483	187
ANO9	512	604	435	1038	605	373	465	676	222	880	655
ANP32A	1259	1078	845	1641	994	685	700	5821	2979	4686	2202
ANP32A-IT1	105	107	76	161	99	43	128	2	0	10	3
ANP32AP1	4	5	13	9	5	2	12	16	8	13	2
ANP32B	1178	788	748	1452	973	630	679	9718	7270	7348	4197
ANP32C	1	1	1	1	0	0	0	11	11	2	7
ANP32D	0	1	2	2	0	0	0	0	0	0	1
ANP32E	1227	1238	699	1177	833	463	629	3023	962	2800	1082
ANPEP	175	226	266	345	283	136	243	11	0	4	3
ANTXR1	722	675	766	522	399	171	727	1173	394	1520	627
ANTXR2	547	672	333	1413	943	539	341	2555	6840	1527	800
ANTXRL	0	0	0	0	0	0	0	0	0	0	0
ANTXRLP1	0	0	0	1	0	0	0	0	0	0	0
ANXA1	14695	15907	6237	43199	31582	13507	6300	16425	21884	13784	14262
ANXA10	3	0	0	19	9	8	1	48	1	9	11
ANXA11	6521	5751	3580	8927	5366	3653	2798	8762	4341	5557	3533
ANXA13	0	1	2	4	4	1	9	0	0	0	1
ANXA2	23980	22651	12127	36403	23884	10813	11463	112703	78026	101584	57553
ANXA2P1	80	42	65	125	60	30	101	52	51	50	21
ANXA2P2	318	162	145	407	259	140	167	1392	924	1156	726
ANXA2P3	1	0	0	2	3	1	1	3	1	0	1
ANXA2R	43	84	41	52	22	19	58	1	3	7	4
ANXA3	1196	1061	375	1805	1272	630	346	5590	15308	3639	2146
ANXA4	1675	1684	1221	2163	1441	704	1190	2485	2252	2645	1900
ANXA5	2470	2343	1827	3135	2171	1017	1682	8866	22080	8787	4887
ANXA6	68	87	39	42	53	21	64	998	160	1152	685
ANXA7	3174	3407	1677	3914	2500	1230	1645	3955	3714	3217	1785
ANXA8	72	54	20	86	25	23	34	1238	91	1667	848
ANXA8L1	74	44	35	93	32	24	24	2144	127	2795	1472
ANXA9	108	121	115	134	82	47	95	91	9	115	51
AOAH	0	0	0	6	1	0	0	0	0	1	0
AOAH-IT1	0	0	0	1	0	0	0	0	0	0	0
AOC1	1	2	2	5	6	0	2	0	0	2	3
AOC2	76	68	39	215	158	87	45	91	74	52	25
AOC3	22	54	15	130	116	50	25	31	26	23	4
AOC4P	0	1	0	1	1	1	1	1	0	0	0
AOX1	25	30	13	15	10	5	29	117	71	106	32
AOX2P	2	0	0	0	0	0	1	4	0	5	0
AP1AR	659	741	291	1056	882	379	309	935	2172	693	306
AP1B1	2230	2385	1609	3236	1932	1179	1315	6061	2106	5380	2602
AP1B1P1	0	0	0	0	1	0	0	0	0	0	0
AP1G1	5055	5004	3160	7239	5233	2551	2952	2932	2424	2848	1322
AP1G2	1083	1169	900	1781	1002	654	1255	1316	719	1358	665
AP1M1	590	534	399	668	367	234	302	1742	1069	1906	808
AP1M2	1519	1519	938	1683	1054	606	841	3325	2601	2723	1523
AP1S1	486	442	305	818	594	299	263	4547	1936	5215	2278
AP1S2	30	32	43	32	25	8	30	141	187	170	44
AP1S3	801	893	412	1440	800	492	366	2865	2370	2260	778
AP2A1	2291	2623	1330	2889	1788	919	1020	4071	3397	4786	2085
AP2A2	1444	1448	975	2138	1317	791	852	2185	2053	2241	1249
AP2B1	9005	10512	2864	9297	5619	2661	2947	11719	9422	10804	5032
AP2M1	2649	2634	1768	3832	2485	1455	1269	12982	5171	11552	6159
AP2S1	553	591	347	983	709	369	398	5026	3512	4603	2500
AP3B1	1448	1683	1004	2134	1466	794	1010	2079	2105	2283	1272
AP3B2	36	31	25	42	25	11	26	55	11	25	13
AP3D1	4052	4212	2509	6994	4400	2684	2297	8855	9812	6429	3664
AP3M1	969	946	571	1391	865	560	578	1662	1238	1984	792
AP3M2	771	843	516	724	391	179	613	479	424	608	252
AP3S1	417	402	240	495	377	171	220	1683	2501	1865	1195
AP3S2	29	20	16	43	23	11	24	16	10	19	5
AP4B1	160	180	138	273	185	95	161	362	79	328	127
AP4B1-AS1	19	29	12	30	12	14	17	9	2	15	6
AP4E1	683	806	444	1077	826	359	473	954	758	916	388
AP4M1	566	532	421	609	269	176	363	270	205	281	136
AP4S1	210	218	165	233	120	86	189	174	134	175	86
AP5B1	1013	1131	655	2437	1438	957	547	1414	1313	1626	698
AP5M1	965	970	587	1501	1081	604	592	797	426	694	380
AP5S1	268	272	198	294	131	88	163	464	314	451	174
AP5Z1	657	741	556	1231	794	616	487	1184	2238	1224	807
APAF1	589	789	427	1441	956	434	477	795	328	1017	262
APBA1	22	12	16	12	13	8	8	63	32	54	38
APBA2	50	39	69	57	43	26	76	158	97	345	149
APBA3	239	229	173	406	201	182	129	445	746	374	167
APBB1	466	508	413	311	169	96	344	350	158	354	68
APBB1IP	0	0	0	0	0	0	1	0	0	0	0
APBB2	950	950	722	1420	855	486	743	845	2142	886	419
APBB3	250	249	267	367	171	166	336	130	149	186	109
APC	1981	2025	1201	2256	1625	841	1141	1176	935	1178	489
APC2	125	205	141	236	113	128	129	234	515	229	139
APCDD1	527	484	339	581	282	190	287	44	86	44	18
APCDD1L	7	5	4	8	7	2	10	47	1	47	23
APCDD1L-AS1	0	1	3	10	4	0	1	0	0	0	0
APCS	0	0	0	0	0	0	0	0	0	0	0
APEH	1396	1460	858	1928	1147	637	775	4709	4247	3916	2159
APELA	0	0	6	0	0	0	3	0	0	0	0
APEX1	853	665	668	978	606	350	582	4601	2750	4344	2170
APEX2	306	285	191	549	347	187	153	1238	891	964	432
APH1A	1147	1196	793	1961	1252	732	626	4650	4045	4806	2768
APH1B	530	673	342	609	357	190	390	182	274	229	107
API5	2216	2276	1350	2928	1944	1057	1270	5267	4730	4920	2176
APIP	537	556	312	585	366	143	288	534	512	349	204
APITD1	56	55	36	54	27	15	37	39	8	33	17
APITD1-CORT	0	0	0	0	0	0	0	2	1	2	2
APLF	135	122	75	137	84	49	116	48	127	79	43
